customer_id,account_creation_date,subscription_tier,monthly_recurring_revenue_usd,company_size,industry,active_users,crm_contacts_count,email_marketing_usage_pct,marketing_automation_usage_pct,sales_pipeline_usage_pct,reporting_analytics_usage_pct,integration_count,support_tickets_90days,onboarding_completed,csm_assigned,days_since_last_login,nps_score,contract_length_months,customer_churned
HS000598,2024-09-10,Professional,1014.84,11-50,E-commerce,3,522,54.8,35.5,57.4,34.0,5,1,Yes,No,8,7,1,No
HS002130,2024-09-11,Professional,2184.73,51-200,Education,8,1824,60.8,47.8,43.3,49.5,6,2,No,No,6,9,1,Yes
HS009845,2024-09-11,Enterprise,5255.61,501-1000,Marketing & Advertising,45,34681,75.2,70.7,66.1,50.2,12,3,No,Yes,3,8,12,No
HS007916,2024-09-11,Professional,2467.95,201-500,Technology,28,12208,76.7,34.6,83.1,39.3,7,3,Yes,Yes,6,9,12,No
HS009492,2024-09-11,Starter,186.34,51-200,Professional Services,13,3835,13.4,7.2,49.2,15.3,3,10,Yes,No,6,1,1,No
HS001967,2024-09-11,Starter,96.32,1-10,Manufacturing,4,1388,56.8,10.7,44.7,34.6,2,2,Yes,No,6,5,1,No
HS005047,2024-09-11,Starter,49.75,1-10,Technology,4,1668,40.5,8.6,47.0,34.6,3,4,No,No,19,5,1,Yes
HS007394,2024-09-11,Enterprise,4922.28,501-1000,Professional Services,53,20643,64.9,52.0,74.3,61.5,5,2,Yes,Yes,9,8,24,No
HS006132,2024-09-11,Professional,1324.46,51-200,Technology,24,11448,71.0,59.4,45.9,21.6,2,7,Yes,Yes,5,7,1,No
HS003974,2024-09-11,Professional,850.07,51-200,Financial Services,22,1408,37.9,43.9,57.9,25.3,6,4,Yes,No,5,5,12,No
HS001313,2024-09-11,Professional,1876.44,51-200,Real Estate,16,2176,38.0,15.1,67.9,44.4,2,6,Yes,Yes,8,5,12,Yes
HS000841,2024-09-11,Professional,834.34,11-50,E-commerce,5,840,37.3,59.2,77.3,44.5,6,2,Yes,No,4,8,12,No
HS008579,2024-09-12,Professional,3012.3,51-200,Healthcare,23,5520,77.6,26.7,77.9,51.5,7,6,Yes,No,8,9,1,No
HS002521,2024-09-12,Enterprise,7288.45,201-500,Healthcare,18,7472,58.5,83.3,63.8,71.5,9,3,Yes,Yes,2,7,24,No
HS002298,2024-09-12,Professional,1483.06,11-50,Education,8,888,37.4,21.4,47.2,25.5,6,1,No,Yes,9,7,12,Yes
HS008015,2024-09-12,Professional,1607.12,11-50,Marketing & Advertising,4,568,41.3,38.0,74.5,31.1,2,2,Yes,No,6,5,12,Yes
HS008917,2024-09-12,Enterprise,8598.26,201-500,Technology,39,47783,79.9,63.2,69.4,50.7,5,0,Yes,Yes,9,9,12,No
HS009990,2024-09-12,Enterprise,8233.88,1000+,Healthcare,97,47554,87.0,74.7,76.5,87.2,13,0,Yes,Yes,2,9,24,No
HS008198,2024-09-12,Starter,92.24,1-10,Healthcare,1,414,21.6,29.6,20.3,28.7,2,3,Yes,No,7,2,1,Yes
HS001101,2024-09-12,Starter,193.94,1-10,Manufacturing,4,296,53.5,22.3,23.1,12.7,2,5,No,No,21,0,1,Yes
HS006192,2024-09-12,Starter,62.66,11-50,Education,10,1760,58.8,8.8,30.1,23.0,2,3,No,No,22,6,1,No
HS007629,2024-09-12,Starter,96.77,11-50,Technology,5,985,20.3,0.7,54.7,33.7,3,8,Yes,No,27,5,1,No
HS003694,2024-09-12,Professional,2804.57,51-200,Marketing & Advertising,21,8631,74.5,22.4,48.2,50.2,4,3,Yes,No,3,6,24,No
HS004069,2024-09-12,Professional,1289.89,51-200,Marketing & Advertising,11,4653,43.3,25.3,40.1,35.7,7,5,No,No,24,5,12,No
HS005438,2024-09-12,Professional,2888.85,201-500,Marketing & Advertising,18,8946,38.8,19.4,73.4,45.5,2,1,Yes,No,2,6,12,Yes
HS005149,2024-09-12,Starter,150.36,1-10,E-commerce,3,888,57.6,6.6,22.5,33.1,1,12,Yes,No,18,3,1,Yes
HS007647,2024-09-13,Professional,1312.22,201-500,E-commerce,39,7098,37.4,48.3,78.0,30.4,4,4,Yes,Yes,1,5,12,No
HS007172,2024-09-13,Professional,2679.12,11-50,E-commerce,6,522,34.7,30.4,77.6,39.0,4,1,Yes,No,8,6,1,No
HS009900,2024-09-13,Enterprise,3848.98,201-500,Healthcare,37,28563,77.5,49.1,79.6,55.3,12,3,Yes,Yes,3,7,36,No
HS008448,2024-09-13,Enterprise,6574.48,1000+,Manufacturing,45,77860,75.5,78.6,71.9,53.3,7,2,Yes,Yes,8,7,12,No
HS001540,2024-09-13,Starter,47.95,1-10,Healthcare,4,548,17.3,23.8,28.8,25.0,3,7,No,No,26,3,1,Yes
HS004440,2024-09-13,Starter,90.61,1-10,E-commerce,1,240,16.6,25.2,28.5,15.1,1,7,No,No,27,3,1,Yes
HS007777,2024-09-13,Starter,122.95,11-50,Professional Services,10,1400,33.8,26.0,48.3,7.5,0,13,No,No,8,2,12,Yes
HS002485,2024-09-14,Enterprise,4849.94,201-500,E-commerce,22,9553,56.7,67.1,74.6,87.7,13,4,Yes,Yes,2,10,36,No
HS002392,2024-09-14,Enterprise,8561.76,501-1000,Marketing & Advertising,38,31504,81.9,84.7,87.0,52.6,11,1,Yes,Yes,0,9,12,No
HS006250,2024-09-14,Starter,122.63,11-50,Technology,7,2345,55.5,25.7,64.6,19.6,1,1,Yes,No,8,7,1,No
HS000920,2024-09-14,Professional,1662.26,11-50,Professional Services,11,3014,66.2,34.2,58.6,30.3,3,1,Yes,No,5,5,12,No
HS005877,2024-09-14,Professional,1858.11,11-50,E-commerce,3,396,40.0,32.8,45.9,36.5,3,7,Yes,No,12,7,12,No
HS005988,2024-09-14,Starter,106.43,1-10,Professional Services,1,370,57.5,12.9,44.2,19.7,2,7,Yes,No,18,6,1,Yes
HS005194,2024-09-14,Professional,2136.06,11-50,Professional Services,10,3090,50.8,28.1,74.4,34.6,4,3,Yes,No,2,7,1,No
HS005063,2024-09-14,Starter,106.24,11-50,Technology,10,3210,45.1,7.3,27.7,5.7,1,7,Yes,No,5,1,12,No
HS001670,2024-09-14,Starter,137.77,51-200,Professional Services,11,3707,48.7,21.4,30.2,31.0,2,3,Yes,No,25,6,1,Yes
HS007485,2024-09-14,Starter,142.86,51-200,Professional Services,12,4116,12.1,2.1,59.4,23.3,1,3,Yes,No,11,2,1,Yes
HS007722,2024-09-14,Starter,178.24,11-50,Professional Services,6,2346,53.7,24.2,44.6,6.7,3,6,Yes,No,22,6,12,No
HS009294,2024-09-14,Professional,1863.89,51-200,Healthcare,11,3773,32.8,56.8,83.4,36.7,6,4,Yes,No,3,8,1,No
HS003329,2024-09-14,Enterprise,6444.84,501-1000,E-commerce,28,23418,86.4,70.0,75.2,67.1,8,3,Yes,Yes,1,9,24,No
HS001184,2024-09-14,Starter,122.1,11-50,Technology,7,1148,31.3,27.9,52.8,12.5,3,5,Yes,No,9,7,12,No
HS001299,2024-09-15,Starter,197.3,1-10,Education,1,325,22.2,18.2,30.5,32.7,2,10,Yes,No,23,4,1,Yes
HS006913,2024-09-15,Starter,198.21,1-10,E-commerce,2,806,12.7,15.5,45.1,10.1,1,3,Yes,No,8,5,1,No
HS004282,2024-09-15,Starter,89.44,51-200,Real Estate,15,5190,37.6,17.4,40.1,16.6,3,7,Yes,No,27,5,1,Yes
HS008179,2024-09-15,Starter,114.85,1-10,Professional Services,1,217,51.2,27.8,53.3,29.8,1,4,No,No,3,7,1,Yes
HS007885,2024-09-15,Starter,57.49,1-10,Manufacturing,4,964,53.4,3.8,32.9,7.7,3,5,Yes,No,26,0,1,Yes
HS005710,2024-09-15,Enterprise,8918.2,1000+,Marketing & Advertising,60,43176,70.5,63.0,63.0,72.2,12,1,Yes,Yes,9,8,24,No
HS001254,2024-09-15,Enterprise,3685.47,201-500,Professional Services,34,46149,81.9,84.8,61.0,83.5,13,1,Yes,Yes,0,10,24,No
HS007514,2024-09-15,Enterprise,10848.25,501-1000,Healthcare,52,94120,84.6,41.6,77.0,68.3,13,3,Yes,Yes,3,8,24,No
HS001805,2024-09-15,Enterprise,4329.16,1000+,Professional Services,60,55022,56.5,78.6,74.6,87.5,13,3,Yes,Yes,1,10,24,No
HS005035,2024-09-15,Starter,78.05,1-10,Professional Services,4,1056,30.9,6.3,34.8,8.9,3,10,Yes,No,22,2,1,No
HS009167,2024-09-15,Professional,2531.83,11-50,Technology,3,309,79.4,26.6,66.1,57.5,4,7,No,No,6,8,1,No
HS008573,2024-09-15,Starter,108.27,51-200,Technology,9,1188,42.8,16.2,22.7,7.8,0,4,No,No,29,0,1,No
HS008305,2024-09-16,Enterprise,9163.88,1000+,Professional Services,92,132101,90.0,46.6,75.6,49.1,6,4,Yes,Yes,6,8,24,No
HS002268,2024-09-16,Professional,1185.35,11-50,E-commerce,3,1176,30.2,42.1,81.2,36.9,2,6,Yes,No,1,5,1,No
HS005469,2024-09-16,Professional,2581.99,11-50,Marketing & Advertising,10,3520,37.2,30.7,70.3,50.8,7,1,Yes,No,7,6,24,No
HS006503,2024-09-16,Enterprise,10900.57,501-1000,Professional Services,40,86366,51.7,49.8,80.0,57.5,14,7,No,Yes,3,8,24,No
HS001089,2024-09-16,Starter,119.97,11-50,Real Estate,7,2457,15.2,14.2,51.1,34.6,3,3,No,No,20,4,1,Yes
HS002493,2024-09-16,Starter,153.54,1-10,Healthcare,3,1008,54.7,3.2,40.7,22.9,3,4,No,No,20,7,1,No
HS002925,2024-09-16,Enterprise,5321.05,201-500,Professional Services,28,20205,50.0,82.5,87.8,54.3,11,3,Yes,Yes,6,7,12,No
HS009110,2024-09-16,Professional,1341.85,201-500,Manufacturing,30,5730,37.3,19.9,55.9,26.6,4,6,Yes,No,17,5,24,No
HS005749,2024-09-16,Starter,178.28,11-50,Real Estate,6,1116,51.2,3.5,56.5,18.0,2,1,No,No,22,6,12,No
HS003565,2024-09-16,Enterprise,6153.35,1000+,Manufacturing,56,54485,90.7,43.4,74.8,74.5,12,4,No,Yes,0,10,12,No
HS000903,2024-09-16,Starter,128.6,11-50,Financial Services,8,3024,34.7,8.8,22.1,29.6,1,11,Yes,No,6,5,1,Yes
HS004814,2024-09-16,Enterprise,4218.75,201-500,E-commerce,20,4348,94.5,59.1,92.1,74.9,6,1,Yes,Yes,2,10,24,No
HS000577,2024-09-16,Enterprise,10447.21,1000+,Technology,88,29002,88.6,80.3,63.8,68.2,12,2,Yes,Yes,0,10,24,No
HS003530,2024-09-17,Starter,94.64,1-10,Technology,4,1000,33.8,8.7,57.1,17.2,3,14,Yes,No,28,3,1,Yes
HS007612,2024-09-17,Starter,184.85,11-50,E-commerce,3,690,10.2,3.1,43.8,33.9,3,12,No,No,10,6,1,Yes
HS006478,2024-09-17,Professional,3145.83,201-500,Marketing & Advertising,29,7830,53.5,23.6,46.2,45.8,4,7,Yes,No,3,5,1,Yes
HS003767,2024-09-17,Professional,1558.59,51-200,Marketing & Advertising,8,2624,67.1,20.5,52.7,28.8,2,3,Yes,Yes,7,6,12,No
HS008149,2024-09-17,Enterprise,7994.48,201-500,Technology,27,22947,54.0,42.3,67.2,47.0,10,2,Yes,Yes,5,8,24,No
HS009440,2024-09-17,Professional,2365.14,51-200,E-commerce,16,7136,38.6,33.1,65.8,21.1,5,7,No,Yes,12,6,12,No
HS008879,2024-09-17,Professional,1268.37,201-500,Professional Services,20,2480,64.4,36.2,53.9,42.7,2,6,Yes,Yes,9,6,24,No
HS002752,2024-09-17,Starter,90.1,51-200,Technology,21,5880,47.2,23.7,45.7,7.0,1,3,No,No,10,5,1,Yes
HS005553,2024-09-17,Starter,188.67,1-10,E-commerce,1,148,15.6,5.6,55.4,15.3,2,3,Yes,No,29,3,1,No
HS000310,2024-09-18,Starter,196.57,1-10,Education,2,122,33.0,11.2,58.6,14.2,1,7,Yes,No,13,3,12,No
HS008610,2024-09-18,Enterprise,6499.0,501-1000,Healthcare,46,60830,94.9,73.8,77.2,57.9,13,1,Yes,Yes,0,10,12,No
HS007926,2024-09-18,Starter,120.7,11-50,Professional Services,4,796,46.1,29.3,55.9,19.4,3,5,Yes,No,16,7,1,No
HS009949,2024-09-18,Professional,919.41,11-50,Professional Services,9,3699,55.1,42.8,53.2,42.9,3,6,No,Yes,1,6,12,No
HS006396,2024-09-18,Professional,2877.7,51-200,Professional Services,23,4646,35.7,16.3,67.8,51.3,5,3,No,Yes,6,6,12,Yes
HS005601,2024-09-18,Professional,1585.97,51-200,Technology,22,4884,35.7,32.4,49.0,50.0,2,1,No,No,5,6,1,Yes
HS006406,2024-09-18,Professional,2732.89,51-200,E-commerce,22,10230,74.4,41.3,74.7,33.7,5,6,Yes,No,3,7,1,No
HS001933,2024-09-18,Starter,184.99,1-10,Technology,1,270,53.3,3.6,48.3,31.5,3,3,No,No,23,5,1,No
HS005774,2024-09-18,Professional,3095.92,51-200,Education,15,5430,33.7,48.3,74.6,44.7,2,5,Yes,No,7,8,1,Yes
HS004312,2024-09-18,Professional,1149.18,11-50,Technology,7,1309,66.3,58.0,74.4,59.3,5,0,No,Yes,2,7,1,No
HS004656,2024-09-18,Professional,1185.3,51-200,Technology,14,6216,66.3,24.1,60.2,29.9,4,2,Yes,No,4,6,24,No
HS007217,2024-09-18,Professional,894.04,11-50,Healthcare,11,2079,58.6,31.2,49.9,28.1,4,6,Yes,Yes,7,5,12,No
HS003625,2024-09-18,Enterprise,9069.46,501-1000,Technology,34,21702,57.8,48.2,70.5,47.6,14,5,Yes,Yes,3,9,36,No
HS005150,2024-09-19,Starter,90.47,1-10,Technology,2,912,58.1,26.4,59.0,9.7,1,3,Yes,No,24,6,12,No
HS008990,2024-09-19,Starter,139.34,1-10,Real Estate,1,293,23.2,5.5,35.8,11.7,1,13,No,No,15,5,1,Yes
HS003139,2024-09-19,Starter,139.67,51-200,E-commerce,8,1960,19.8,9.1,23.5,32.2,1,8,Yes,No,26,0,1,Yes
HS000254,2024-09-19,Professional,2201.65,51-200,E-commerce,21,8253,50.1,39.5,45.9,40.5,4,2,No,No,4,6,12,No
HS009513,2024-09-19,Professional,2799.35,51-200,Education,19,4256,70.3,28.0,51.1,32.8,5,5,No,No,5,6,1,No
HS007988,2024-09-19,Starter,123.98,1-10,Technology,4,1456,28.9,8.9,38.0,28.5,1,13,No,No,12,1,1,No
HS001659,2024-09-19,Professional,1919.47,11-50,E-commerce,7,812,45.6,50.8,72.7,31.7,5,6,Yes,No,5,8,1,No
HS000787,2024-09-19,Professional,2406.75,51-200,E-commerce,21,5103,57.1,16.6,76.8,25.8,7,5,Yes,Yes,8,5,12,No
HS008010,2024-09-19,Professional,1996.78,11-50,Technology,5,930,55.1,48.7,66.0,37.6,5,1,No,No,2,8,1,No
HS006466,2024-09-19,Starter,115.52,1-10,Marketing & Advertising,4,1836,36.7,3.3,57.4,34.0,0,5,Yes,No,12,7,1,No
HS000842,2024-09-19,Professional,1083.59,51-200,Professional Services,17,3043,71.7,17.2,79.0,24.2,5,4,Yes,No,4,6,1,No
HS006597,2024-09-19,Starter,100.1,51-200,Manufacturing,24,6024,20.6,17.0,30.4,15.0,0,3,No,No,12,1,1,No
HS000303,2024-09-19,Professional,2449.01,11-50,Technology,8,2720,76.0,33.2,53.2,31.0,2,2,Yes,No,7,7,12,No
HS005897,2024-09-19,Professional,1368.95,51-200,Professional Services,21,2436,62.8,26.5,41.4,58.5,3,6,No,No,6,5,1,No
HS009577,2024-09-19,Starter,163.42,1-10,E-commerce,2,288,39.2,30.0,54.7,10.8,0,4,Yes,No,5,5,12,No
HS003044,2024-09-20,Starter,91.84,51-200,Technology,22,1804,10.4,7.0,45.5,28.5,0,6,No,No,16,2,12,Yes
HS001797,2024-09-20,Starter,100.87,1-10,Technology,2,134,33.9,3.6,26.0,30.3,1,4,Yes,No,21,2,12,Yes
HS007061,2024-09-20,Enterprise,8852.21,501-1000,Marketing & Advertising,43,50747,82.3,50.0,93.1,65.6,11,4,Yes,Yes,2,10,36,No
HS001373,2024-09-20,Starter,172.34,1-10,Financial Services,1,118,58.5,14.4,64.4,25.0,0,4,No,No,9,7,1,Yes
HS004662,2024-09-20,Professional,2102.85,11-50,Healthcare,4,1600,36.3,39.1,51.4,50.8,2,2,No,No,2,6,1,No
HS001250,2024-09-20,Starter,74.94,11-50,Marketing & Advertising,4,1444,42.5,10.8,23.0,30.5,0,10,No,No,20,1,1,Yes
HS003643,2024-09-20,Starter,134.01,1-10,Technology,3,942,37.6,7.3,46.7,17.2,1,14,Yes,No,8,6,1,Yes
HS007179,2024-09-20,Professional,1398.6,201-500,Professional Services,27,11637,79.9,28.1,50.2,24.1,7,7,Yes,No,9,6,1,Yes
HS007928,2024-09-20,Professional,2922.8,11-50,Marketing & Advertising,6,2172,30.7,17.9,78.7,23.0,5,7,Yes,Yes,14,7,12,No
HS006439,2024-09-21,Starter,66.91,1-10,Manufacturing,1,307,41.4,2.2,50.3,27.6,1,4,Yes,No,13,5,1,No
HS008459,2024-09-21,Professional,2657.12,51-200,Professional Services,19,5909,73.3,16.9,84.7,40.7,6,7,No,No,2,8,12,No
HS001095,2024-09-21,Starter,80.59,1-10,Technology,3,1254,30.9,2.9,56.5,25.5,1,11,No,No,5,4,1,Yes
HS001866,2024-09-21,Starter,64.27,1-10,E-commerce,3,834,45.1,3.9,54.8,8.4,1,10,Yes,No,9,0,1,No
HS001092,2024-09-21,Starter,97.52,11-50,Technology,5,1100,11.5,7.4,31.1,33.0,1,14,Yes,No,19,3,1,No
HS006992,2024-09-21,Starter,111.54,1-10,Professional Services,1,326,13.0,6.6,45.6,26.8,1,10,No,No,17,0,1,Yes
HS002609,2024-09-22,Professional,2705.37,51-200,Professional Services,11,3685,48.8,36.7,52.4,31.8,7,1,Yes,Yes,3,6,24,No
HS000057,2024-09-22,Professional,2295.82,51-200,Manufacturing,17,5899,74.7,25.3,48.7,55.3,3,6,Yes,Yes,3,7,1,No
HS005251,2024-09-22,Starter,175.83,1-10,E-commerce,4,1520,29.4,23.4,20.9,14.5,2,11,Yes,No,23,1,1,No
HS006868,2024-09-22,Enterprise,6463.03,501-1000,Healthcare,57,66389,52.6,79.4,93.9,46.4,5,3,No,Yes,9,9,24,No
HS007844,2024-09-22,Professional,1991.07,201-500,Professional Services,35,12075,77.8,57.0,54.7,22.1,6,1,Yes,No,1,7,1,No
HS000341,2024-09-23,Professional,1999.26,51-200,Technology,23,8556,49.9,28.3,42.4,45.3,6,1,No,Yes,1,6,12,No
HS006956,2024-09-23,Starter,137.01,1-10,Technology,4,1608,45.1,16.0,48.9,32.6,1,3,No,No,20,5,1,Yes
HS005445,2024-09-23,Starter,183.38,11-50,Healthcare,3,159,57.2,0.4,40.1,5.9,2,13,No,No,11,3,1,Yes
HS005195,2024-09-23,Starter,174.4,1-10,Professional Services,1,206,36.8,28.2,64.3,13.5,1,3,Yes,No,26,6,1,No
HS000553,2024-09-23,Starter,70.28,1-10,Financial Services,3,276,40.1,26.9,46.0,16.8,3,6,Yes,No,14,5,1,Yes
HS008549,2024-09-23,Professional,1747.43,11-50,Professional Services,8,3576,59.1,45.1,53.1,35.5,7,7,Yes,No,1,6,12,No
HS005436,2024-09-23,Professional,858.17,51-200,Marketing & Advertising,18,1152,75.6,53.8,76.2,56.5,6,2,No,Yes,5,8,1,No
HS007986,2024-09-23,Professional,2795.94,11-50,Healthcare,11,5368,52.5,59.7,49.1,45.9,3,7,Yes,No,5,8,1,No
HS006177,2024-09-23,Professional,2368.71,11-50,Education,7,2555,71.0,16.7,46.0,43.2,2,2,Yes,Yes,2,6,1,Yes
HS000806,2024-09-23,Professional,944.09,201-500,Financial Services,18,6714,49.0,54.5,62.8,59.9,4,2,Yes,No,1,7,1,No
HS007909,2024-09-24,Starter,117.2,1-10,Real Estate,1,441,56.4,7.0,34.9,22.1,1,7,No,No,17,6,12,Yes
HS002077,2024-09-24,Starter,55.23,11-50,Marketing & Advertising,8,3584,56.6,4.9,48.9,10.3,1,6,Yes,No,10,6,1,No
HS009473,2024-09-24,Professional,3067.42,11-50,Professional Services,5,2370,56.1,39.9,53.2,59.9,7,6,Yes,No,3,8,12,No
HS006133,2024-09-24,Professional,2943.56,51-200,Professional Services,13,4030,60.0,23.5,53.2,45.3,2,1,Yes,No,3,7,24,No
HS009799,2024-09-24,Starter,169.22,1-10,Professional Services,2,216,44.9,29.8,20.2,5.5,3,6,Yes,No,26,2,1,Yes
HS002453,2024-09-24,Professional,2402.74,51-200,Financial Services,16,7328,73.9,43.2,44.5,20.1,3,2,Yes,No,9,7,12,No
HS007670,2024-09-24,Professional,1528.09,51-200,Financial Services,17,7310,33.4,31.2,50.6,53.8,6,5,Yes,No,6,7,12,No
HS001002,2024-09-24,Professional,1082.16,51-200,Professional Services,18,6552,69.6,58.3,55.9,59.2,4,0,Yes,Yes,6,7,1,No
HS005646,2024-09-24,Professional,3103.37,51-200,Financial Services,24,11784,68.3,31.6,84.9,22.8,6,6,Yes,Yes,2,8,12,No
HS009265,2024-09-25,Enterprise,8826.47,201-500,Real Estate,32,17549,70.4,44.7,60.5,83.8,9,0,Yes,Yes,2,7,24,No
HS004960,2024-09-25,Starter,73.91,1-10,E-commerce,2,706,11.5,5.4,35.9,17.9,0,6,No,No,26,3,1,No
HS005850,2024-09-25,Starter,59.74,1-10,E-commerce,3,765,49.1,10.9,34.0,18.1,2,6,No,No,21,6,1,Yes
HS004679,2024-09-25,Enterprise,4124.18,501-1000,Professional Services,51,71439,64.1,74.2,71.7,63.1,11,2,Yes,Yes,8,9,24,No
HS001681,2024-09-25,Professional,846.87,11-50,Professional Services,11,4290,70.2,38.9,83.8,46.9,5,5,Yes,No,7,9,1,No
HS006501,2024-09-25,Starter,184.57,1-10,E-commerce,3,684,53.2,1.5,54.2,22.2,0,3,Yes,No,5,6,1,No
HS009725,2024-09-25,Professional,2477.91,11-50,Technology,7,679,53.5,34.1,60.8,57.5,3,6,Yes,Yes,3,7,12,No
HS008999,2024-09-25,Professional,1510.38,11-50,Marketing & Advertising,4,468,74.3,29.0,74.6,50.2,5,5,Yes,Yes,6,9,1,No
HS006719,2024-09-25,Enterprise,9820.34,501-1000,Financial Services,42,7934,70.0,80.0,63.7,85.6,12,1,Yes,Yes,0,10,36,No
HS001695,2024-09-25,Professional,2399.3,51-200,Marketing & Advertising,19,8759,33.8,56.1,53.7,46.8,5,2,Yes,No,9,5,1,No
HS003571,2024-09-25,Starter,61.51,11-50,Professional Services,9,2790,59.9,24.4,44.1,6.4,3,5,No,No,25,5,1,Yes
HS004212,2024-09-25,Starter,192.69,11-50,Marketing & Advertising,8,3928,48.3,9.8,40.9,27.1,1,2,Yes,No,15,7,1,No
HS008093,2024-09-25,Professional,2719.66,51-200,Technology,17,2533,54.1,55.5,52.6,42.4,2,3,Yes,Yes,4,7,12,No
HS002617,2024-09-25,Starter,154.36,1-10,Financial Services,2,560,20.5,11.6,35.9,32.9,1,10,No,No,27,2,1,Yes
HS004220,2024-09-26,Professional,1909.18,201-500,Marketing & Advertising,37,15762,68.1,18.7,51.5,59.5,7,6,No,Yes,4,5,1,No
HS006401,2024-09-26,Starter,98.83,11-50,E-commerce,6,1728,19.8,24.3,62.0,8.1,2,8,Yes,No,18,0,1,Yes
HS009016,2024-09-26,Professional,2801.5,51-200,Real Estate,24,6888,39.8,53.2,54.3,21.1,7,2,No,Yes,6,7,1,No
HS006581,2024-09-26,Enterprise,11983.05,501-1000,Financial Services,31,62817,74.0,70.7,78.6,88.0,10,2,Yes,Yes,1,10,36,No
HS003144,2024-09-26,Starter,187.02,51-200,Marketing & Advertising,8,3992,45.2,24.7,56.4,18.7,0,3,Yes,No,26,6,1,Yes
HS001560,2024-09-27,Enterprise,7968.53,501-1000,Real Estate,42,19507,61.6,64.8,82.6,47.1,9,4,Yes,Yes,2,7,24,No
HS002387,2024-09-27,Professional,3003.75,11-50,Manufacturing,6,534,38.9,38.9,80.0,28.6,2,1,Yes,No,4,6,1,No
HS007773,2024-09-27,Enterprise,7998.88,501-1000,Financial Services,50,94021,58.0,84.6,68.9,84.0,14,0,Yes,Yes,0,10,24,No
HS003660,2024-09-27,Starter,66.72,11-50,E-commerce,6,822,26.6,5.2,43.4,24.9,3,9,No,No,29,3,1,Yes
HS002219,2024-09-27,Enterprise,10836.42,501-1000,Technology,28,24946,85.5,62.0,65.2,60.1,11,0,Yes,Yes,8,8,12,No
HS007450,2024-09-27,Professional,2563.37,11-50,Technology,6,2628,33.4,16.5,55.9,38.0,5,3,No,No,16,5,12,Yes
HS006053,2024-09-27,Starter,154.77,1-10,Technology,1,194,52.4,18.4,24.0,17.2,0,14,Yes,No,13,6,1,Yes
HS006042,2024-09-28,Professional,1322.07,11-50,Technology,4,668,55.9,25.8,52.2,55.0,3,4,Yes,No,4,7,1,No
HS004159,2024-09-28,Starter,70.55,1-10,Healthcare,4,568,33.6,3.6,45.9,33.4,3,4,Yes,No,21,0,1,No
HS003954,2024-09-28,Starter,93.97,1-10,Healthcare,2,424,52.3,13.8,58.0,26.3,1,3,Yes,No,17,6,1,No
HS006616,2024-09-28,Starter,108.28,1-10,Education,3,741,56.9,23.5,22.4,13.3,1,11,Yes,No,14,1,1,Yes
HS004784,2024-09-28,Starter,178.73,1-10,Technology,2,998,51.3,10.8,64.6,14.0,0,3,Yes,No,16,5,12,Yes
HS008363,2024-09-28,Professional,873.2,11-50,Manufacturing,7,2135,67.2,29.3,59.8,29.7,5,4,Yes,No,9,7,12,No
HS007870,2024-09-28,Enterprise,6659.42,201-500,Professional Services,35,9274,89.1,80.2,93.8,45.6,14,1,Yes,Yes,2,9,24,No
HS003426,2024-09-28,Starter,69.71,1-10,Healthcare,2,652,37.7,20.9,23.7,8.8,3,12,No,No,24,2,1,Yes
HS009523,2024-09-28,Professional,1457.92,11-50,Healthcare,9,1098,64.5,31.8,45.6,26.2,5,2,Yes,Yes,6,7,12,No
HS004120,2024-09-28,Starter,71.84,1-10,Technology,3,672,31.7,19.3,46.5,26.8,3,1,No,No,22,6,1,Yes
HS008629,2024-09-28,Enterprise,7636.31,201-500,Technology,31,37603,66.6,52.6,89.4,57.6,14,2,Yes,Yes,3,8,24,No
HS007379,2024-09-29,Professional,2364.83,11-50,Professional Services,9,1467,58.0,52.8,47.8,22.9,7,6,Yes,Yes,6,7,1,No
HS006425,2024-09-29,Starter,130.09,11-50,Education,10,1840,55.4,14.8,52.5,14.7,3,2,Yes,No,5,5,1,No
HS009814,2024-09-29,Starter,45.05,1-10,Technology,4,428,55.8,10.7,35.0,20.9,2,6,Yes,No,15,6,1,Yes
HS000300,2024-09-29,Starter,156.35,1-10,Professional Services,4,380,58.8,11.5,62.9,20.0,0,2,Yes,No,22,7,1,No
HS000889,2024-09-29,Professional,1344.43,51-200,Technology,13,1287,39.1,51.8,68.8,32.4,2,3,Yes,Yes,5,5,12,No
HS000306,2024-09-30,Professional,2443.68,51-200,Healthcare,23,9591,61.6,47.6,75.5,58.6,6,4,Yes,No,5,9,12,No
HS005564,2024-09-30,Professional,2255.42,11-50,Financial Services,10,720,73.8,47.3,55.9,57.3,4,4,Yes,No,8,9,1,No
HS000845,2024-09-30,Starter,90.76,1-10,Education,2,260,16.7,15.7,22.5,25.6,3,3,No,No,25,3,1,No
HS009091,2024-09-30,Professional,1783.22,201-500,Marketing & Advertising,18,4050,38.2,18.2,45.5,37.2,4,5,Yes,Yes,20,5,12,Yes
HS002600,2024-09-30,Enterprise,5577.23,501-1000,Professional Services,41,37958,87.5,79.5,92.8,48.0,13,4,Yes,Yes,1,10,24,No
HS004085,2024-09-30,Enterprise,10194.78,1000+,Professional Services,57,43250,84.9,48.1,69.1,89.7,7,1,Yes,Yes,1,10,24,No
